Frame, Time (ms), Delta (ms) , Memory (mb)
 9851,143508.328,17.519,3739
 9852,143524.484,16.156,3739
 9853,143541.406,16.909,3739
 9854,143557.094,15.701,3739
 9855,143573.750,16.650,3739
 9856,143590.953,17.198,3739
 9857,143608.359,17.414,3739
 9858,143624.266,15.892,3739
 9859,143640.906,16.654,3739
 9860,143657.281,16.371,3739
 9861,143673.516,16.226,3739
 9862,143689.906,16.405,3739
 9863,143707.750,17.847,3739
 9864,143726.469,18.707,3739
 9865,143744.609,18.146,3739
 9866,143762.875,18.266,3739
 9867,143780.141,17.264,3739
 9868,143795.484,15.336,3739
 9869,143813.484,18.008,3739
 9870,143832.078,18.589,3739
 9871,143851.313,19.240,3739
 9872,143868.359,17.044,3737
 9873,143886.688,18.331,3737
 9874,143905.063,18.372,3737
 9875,143923.297,18.234,3737
 9876,143941.703,18.401,3737
 9877,143958.797,17.089,3737
 9878,143975.625,16.844,3737
 9879,143994.141,18.509,3739
 9880,144014.531,20.403,3739
 9881,144029.906,15.371,3739
 9882,144047.734,17.822,3739
 9883,144063.500,15.766,3739
 9884,144077.844,14.347,3739
 9885,144093.391,15.529,3739
 9886,144109.516,16.137,3739
 9887,144124.703,15.204,3739
 9888,144142.891,18.168,3739
 9889,144158.672,15.800,3739
 9890,144174.578,15.905,3739
 9891,144190.938,16.349,3739
 9892,144207.719,16.783,3739
 9893,144224.406,16.685,3739
 9894,144241.109,16.698,3739
 9895,144257.953,16.857,3739
 9896,144271.391,13.420,3739
 9897,144284.313,12.935,3739
 9898,144301.500,17.185,3739
 9899,144318.203,16.701,3739
 9900,144334.938,16.739,3739
 9901,144351.047,16.101,3739
 9902,144367.781,16.747,3739
 9903,144384.438,16.649,3739
 9904,144405.000,20.565,3739
 9905,144423.703,18.695,3739
 9906,144441.047,17.350,3739
 9907,144457.531,16.476,3739
 9908,144473.578,16.042,3739
 9909,144490.188,16.612,3739
 9910,144506.734,16.552,3739
 9911,144524.844,18.116,3739
 9912,144541.109,16.270,3739
 9913,144558.500,17.393,3739
 9914,144574.344,15.826,3739
 9915,144591.984,17.652,3739
 9916,144609.172,17.193,3739
 9917,144626.266,17.089,3739
 9918,144642.969,16.702,3739
 9919,144659.156,16.184,3739
 9920,144675.016,15.852,3739
 9921,144690.578,15.582,3739
 9922,144705.156,14.570,3739
 9923,144719.922,14.772,3739
 9924,144738.344,18.419,3739
 9925,144754.969,16.613,3739
 9926,144772.297,17.326,3739
 9927,144788.156,15.867,3739
 9928,144804.609,16.462,3739
 9929,144820.766,16.135,3739
 9930,144836.844,16.082,3739
 9931,144852.906,16.061,3739
 9932,144871.156,18.268,3739
 9933,144887.828,16.667,3739
 9934,144904.891,17.059,3739
 9935,144921.516,16.617,3739
 9936,144938.594,17.089,3739
 9937,144955.078,16.486,3739
 9938,144971.438,16.355,3739
 9939,144988.391,16.951,3739
 9940,145005.141,16.751,3739
 9941,145022.500,17.365,3739
 9942,145039.500,16.991,3739
 9943,145056.453,16.959,3738
 9944,145072.344,15.894,3738
 9945,145087.906,15.562,3738
 9946,145103.766,15.854,3738
 9947,145120.672,16.920,3738
 9948,145138.000,17.322,3738
 9949,145155.297,17.292,3738
 9950,145172.469,17.179,3738
 9951,145188.813,16.322,3738
 9952,145204.172,15.368,3738
 9953,145218.172,14.002,3738
 9954,145235.125,16.956,3738
 9955,145249.594,14.465,3738
 9956,145265.125,15.538,3738
 9957,145283.922,18.802,3738
 9958,145302.094,18.159,3738
 9959,145317.422,15.318,3738
 9960,145332.766,15.356,3738
 9961,145350.453,17.687,3738
 9962,145367.844,17.395,3738
 9963,145384.172,16.327,3738
 9964,145400.859,16.681,3738
 9965,145414.828,13.961,3738
 9966,145430.828,16.000,3738
 9967,145448.188,17.363,3738
 9968,145462.109,13.923,3738
 9969,145478.984,16.885,3738
 9970,145495.484,16.494,3738
 9971,145511.344,15.877,3738
 9972,145527.688,16.337,3738
 9973,145543.313,15.626,3738
 9974,145559.656,16.327,3738
 9975,145575.703,16.055,3738
 9976,145591.672,15.963,3738
 9977,145609.391,17.719,3738
 9978,145625.422,16.029,3738
 9979,145642.250,16.834,3738
 9980,145659.609,17.356,3738
 9981,145675.844,16.250,3738
 9982,145693.391,17.527,3738
 9983,145709.422,16.043,3738
 9984,145724.922,15.495,3738
 9985,145741.469,16.539,3738
 9986,145758.078,16.615,3738
 9987,145773.516,15.440,3738
 9988,145789.000,15.488,3738
 9989,145804.641,15.651,3738
 9990,145819.703,15.055,3738
 9991,145836.969,17.257,3738
 9992,145854.859,17.897,3738
 9993,145871.250,16.389,3738
 9994,145888.375,17.126,3738
 9995,145905.594,17.209,3738
 9996,145922.156,16.562,3738
 9997,145938.953,16.808,3738
 9998,145954.953,15.999,3738
 9999,145971.938,16.995,3738
10000,145987.094,15.143,3738
10001,146003.500,16.412,3738
10002,146021.734,18.236,3738
10003,146038.500,16.768,3738
10004,146056.109,17.602,3738
10005,146072.297,16.188,3738
10006,146088.313,16.011,3738
10007,146104.484,16.179,3738
10008,146122.281,17.788,3738
10009,146139.156,16.887,3738
10010,146156.344,17.180,3738
10011,146172.422,16.084,3738
10012,146187.078,14.653,3738
10013,146199.875,12.805,3738
10014,146215.750,15.867,3738
10015,146231.141,15.397,3738
10016,146246.875,15.724,3738
10017,146262.641,15.777,3738
10018,146279.750,17.104,3738
10019,146296.609,16.862,3738
10020,146313.703,17.089,3738
10021,146333.594,19.884,3738
10022,146350.563,16.971,3738
10023,146366.094,15.533,3738
10024,146381.750,15.663,3738
10025,146397.859,16.115,3738
10026,146413.344,15.481,3738
10027,146430.984,17.625,3738
10028,146444.203,13.220,3738
10029,146460.172,15.965,3738
10030,146476.719,16.553,3738
10031,146493.516,16.797,3738
10032,146508.844,15.325,3738
10033,146525.781,16.943,3738
10034,146541.094,15.320,3738
10035,146557.438,16.337,3738
10036,146573.281,15.856,3738
10037,146590.344,17.044,3738
10038,146606.969,16.630,3738
10039,146624.563,17.595,3738
10040,146642.469,17.907,3739
10041,146658.438,15.965,3739
10042,146674.156,15.723,3739
10043,146693.063,18.910,3739
10044,146709.063,16.000,3739
10045,146725.453,16.379,3739
10046,146742.078,16.627,3739
10047,146758.094,16.014,3739
10048,146773.234,15.157,3739
10049,146788.813,15.559,3739
10050,146804.828,16.022,3739
10051,146821.625,16.797,3739
10052,146839.109,17.493,3739
10053,146856.063,16.934,3739
10054,146872.344,16.290,3739
10055,146889.625,17.282,3739
10056,146905.391,15.764,3739
10057,146922.219,16.837,3739
10058,146939.219,16.996,3739
10059,146955.266,16.059,3739
10060,146971.328,16.057,3739
10061,146987.813,16.481,3739
10062,147004.547,16.744,3739
10063,147020.375,15.823,3739
10064,147036.719,16.335,3739
10065,147052.375,15.659,3739
10066,147067.734,15.354,3739
10067,147085.734,18.004,3739
10068,147102.141,16.399,3739
10069,147118.844,16.700,3739
10070,147135.609,16.777,3739
10071,147149.469,13.853,3739
10072,147165.734,16.270,3739
10073,147180.906,15.170,3739
10074,147195.359,14.463,3739
10075,147213.484,18.122,3739
10076,147230.188,16.704,3739
10077,147245.969,15.781,3739
10078,147261.063,15.090,3739
10079,147276.953,15.882,3739
10080,147291.266,14.323,3739
10081,147305.953,14.696,3739
10082,147322.234,16.271,3739
10083,147338.156,15.920,3739
10084,147355.125,16.972,3739
10085,147370.922,15.789,3739
10086,147386.641,15.730,3739
10087,147402.813,16.162,3739
10088,147418.250,15.444,3739
10089,147433.906,15.660,3739
10090,147452.688,18.783,3739
10091,147469.125,16.441,3739
10092,147486.719,17.583,3739
10093,147502.797,16.079,3739
10094,147518.359,15.556,3739
10095,147534.484,16.129,3739
10096,147551.281,16.812,3739
10097,147566.453,15.156,3739
10098,147582.141,15.689,3739
10099,147597.266,15.134,3739
10100,147612.625,15.354,3739
10101,147628.422,15.788,3739
10102,147643.344,14.943,3739
10103,147658.063,14.705,3738
10104,147675.016,16.951,3737
10105,147691.516,16.494,3737
10106,147706.297,14.788,3737
10107,147721.563,15.270,3737
10108,147738.203,16.630,3737
10109,147754.891,16.690,3737
10110,147771.328,16.443,3737
10111,147787.203,15.881,3737
10112,147803.516,16.299,3737
10113,147819.391,15.872,3737
10114,147834.109,14.725,3737
10115,147851.656,17.556,3737
10116,147868.781,17.108,3737
10117,147883.719,14.944,3737
10118,147899.453,15.736,3737
10119,147914.094,14.636,3737
10120,147930.500,16.415,3737
10121,147947.188,16.693,3737
10122,147962.781,15.578,3737
10123,147978.391,15.618,3737
10124,147993.688,15.301,3737
10125,148009.156,15.461,3737
10126,148023.922,14.779,3737
10127,148039.906,15.980,3737
10128,148055.891,15.988,3735
10129,148072.172,16.265,3735
10130,148090.422,18.261,3735
10131,148107.938,17.513,3735
10132,148125.344,17.414,3735
10133,148142.250,16.893,3735
10134,148160.500,18.262,3735
10135,148176.859,16.342,3735
10136,148193.219,16.380,3735
10137,148209.047,15.814,3735
10138,148222.281,13.233,3735
10139,148237.797,15.524,3735
10140,148252.766,14.956,3735
10141,148267.781,15.029,3735
10142,148285.063,17.273,3735
10143,148302.469,17.418,3735
10144,148319.766,17.292,3735
10145,148335.500,15.723,3735
10146,148352.328,16.828,3735
10147,148368.813,16.480,3735
10148,148386.109,17.305,3736
10149,148403.469,17.366,3736
10150,148420.563,17.094,3736
10151,148438.563,18.010,3736
10152,148455.453,16.871,3736
10153,148472.578,17.134,3736
10154,148490.969,18.388,3736
10155,148508.484,17.527,3736
10156,148526.969,18.476,3736
10157,148543.922,16.957,3736
10158,148561.156,17.228,3736
10159,148578.219,17.059,3736
10160,148595.688,17.478,3736
10161,148611.359,15.667,3736
10162,148629.391,18.021,3736
10163,148649.625,20.241,3736
10164,148673.234,23.619,3736
10165,148694.516,21.279,3737
10166,148713.313,18.804,3737
10167,148731.063,17.738,3737
10168,148749.672,18.603,3737
10169,148766.641,16.985,3737
10170,148785.500,18.847,3737
10171,148804.672,19.191,3737
10172,148820.359,15.677,3737
10173,148837.875,17.521,3737
10174,148854.734,16.837,3737
10175,148893.453,38.733,3737
10176,148906.047,12.578,3737
10177,148922.281,16.250,3737
10178,148939.797,17.509,3737
10179,148960.172,20.375,3738
10180,148978.125,17.951,3738
10181,148997.953,19.849,3738
10182,149016.172,18.193,3738
10183,149052.047,35.881,3738
10184,149064.063,12.015,3738
10185,149082.234,18.172,3738
10186,149099.469,17.227,3738
10187,149123.797,24.342,3738
10188,149143.453,19.650,3738
10189,149160.813,17.364,3738
10190,149177.078,16.270,3738
10191,149194.375,17.292,3738
10192,149213.609,19.228,3738
10193,149231.484,17.877,3738
10194,149249.891,18.414,3738
10195,149270.875,20.984,3738
10196,149288.719,17.831,3738
10197,149310.391,21.678,3738
10198,149330.078,19.683,3738
10199,149348.719,18.649,3738
10200,149367.906,19.195,3738
10201,149385.641,17.720,3738
10202,149404.297,18.666,3738
10203,149424.203,19.899,3738
10204,149446.766,22.565,3738
10205,149467.797,21.030,3738
10206,149485.531,17.729,3738
10207,149503.625,18.105,3738
10208,149520.094,16.455,3738
10209,149534.750,14.661,3738
10210,149551.922,17.190,3738
10211,149570.141,18.210,3738
10212,149588.594,18.459,3738
10213,149605.969,17.373,3738
10214,149624.984,19.016,3738
10215,149644.891,19.894,3738
10216,149662.859,17.969,3738
10217,149679.547,16.692,3738
10218,149695.016,15.463,3738
10219,149714.734,19.719,3738
10220,149733.313,18.593,3738
10221,149750.484,17.161,3738
10222,149768.516,18.034,3738
10223,149784.266,15.750,3738
10224,149801.250,16.998,3738
10225,149817.516,16.247,3738
10226,149836.438,18.935,3738
10227,149852.844,16.397,3738
10228,149869.781,16.937,3738
10229,149886.750,16.965,3738
10230,149903.219,16.472,3738
10231,149919.938,16.728,3738
10232,149953.781,33.844,3738
10233,149964.750,10.962,3738
10234,149979.234,14.496,3738
10235,149995.484,16.227,3738
10236,150008.906,13.428,3738
10237,150026.469,17.563,3738
10238,150042.828,16.351,3738
10239,150058.547,15.739,3738
10240,150076.688,18.135,3738
10241,150093.484,16.798,3738
10242,150109.703,16.220,3738
10243,150127.391,17.674,3737
10244,150146.578,19.209,3737
10245,150161.563,14.975,3737
10246,150177.719,16.158,3737
10247,150193.563,15.833,3737
10248,150210.734,17.174,3738
10249,150227.250,16.522,3738
10250,150243.203,15.953,3738
10251,150257.359,14.155,3738
10252,150271.141,13.785,3738
10253,150286.203,15.050,3738
10254,150302.109,15.902,3738
10255,150319.266,17.176,3738
10256,150335.234,15.974,3738
10257,150352.422,17.181,3738
10258,150368.953,16.525,3738
10259,150383.297,14.343,3738
10260,150399.047,15.751,3738
10261,150413.891,14.849,3738
10262,150429.391,15.480,3738
10263,150445.359,15.996,3738
10264,150461.063,15.686,3738
10265,150477.141,16.087,3738
10266,150492.547,15.407,3738
10267,150508.406,15.851,3738
10268,150523.984,15.587,3738
10269,150539.766,15.783,3738
10270,150555.344,15.575,3738
10271,150570.563,15.215,3738
10272,150585.938,15.378,3738
10273,150601.969,16.028,3738
10274,150617.531,15.565,3738
10275,150633.250,15.728,3738
10276,150649.359,16.102,3738
10277,150664.078,14.705,3738
10278,150679.172,15.106,3738
10279,150695.313,16.145,3738
10280,150709.891,14.580,3738
10281,150724.797,14.896,3738
10282,150739.203,14.418,3738
10283,150754.063,14.842,3738
10284,150769.891,15.841,3738
10285,150786.359,16.457,3738
10286,150801.063,14.705,3738
10287,150814.000,12.951,3738
10288,150829.359,15.361,3738
10289,150848.266,18.899,3738
10290,150864.078,15.809,3738
10291,150878.906,14.829,3738
10292,150893.766,14.854,3738
10293,150908.625,14.863,3738
10294,150924.516,15.898,3738
10295,150940.953,16.434,3738
10296,150956.188,15.233,3738
10297,150972.094,15.903,3738
10298,150987.922,15.828,3738
10299,151003.781,15.860,3738
10300,151019.719,15.936,3738
10301,151035.656,15.943,3738
10302,151053.250,17.594,3738
10303,151068.313,15.050,3738
10304,151083.031,14.726,3738
10305,151097.234,14.216,3738
10306,151112.078,14.823,3738
10307,151128.484,16.420,3738
10308,151144.313,15.815,3738
10309,151160.938,16.629,3738
10310,151176.500,15.563,3738
10311,151190.938,14.442,3738
10312,151205.703,14.762,3736
10313,151219.688,13.982,3736
10314,151235.281,15.605,3736
10315,151251.891,16.612,3736
10316,151266.141,14.239,3736
10317,151284.719,18.578,3736
10318,151299.719,15.007,3736
10319,151319.422,19.686,3736
10320,151335.531,16.111,3736
10321,151353.547,18.024,3736
10322,151371.250,17.710,3736
10323,151389.953,18.702,3736
10324,151405.984,16.035,3736
10325,151423.594,17.599,3736
10326,151441.297,17.709,3736
10327,151461.281,19.987,3736
10328,151478.938,17.644,3736
10329,151493.422,14.487,3736
10330,151510.484,17.076,3736
10331,151529.313,18.829,3736
10332,151549.609,20.278,3736
10333,151569.641,20.039,3736
10334,151606.766,37.119,3736
10335,151622.250,15.486,3736
10336,151639.984,17.741,3736
10337,151657.156,17.167,3736
10338,151675.938,18.799,3736
10339,151693.031,17.074,3736
10340,151710.938,17.911,3736
10341,151726.281,15.339,3736
10342,151746.297,20.022,3736
10343,151765.344,19.051,3736
10344,151803.563,38.219,3736
10345,151820.328,16.768,3736
10346,151836.047,15.706,3736
10347,151853.875,17.839,3736
10348,151870.375,16.494,3737
10349,151888.125,17.751,3737
10350,151906.656,18.531,3737
10351,151923.375,16.715,3737
10352,151941.156,17.786,3737
10353,151957.297,16.150,3737
10354,151973.797,16.485,3737
10355,151990.156,16.365,3737
10356,152005.875,15.721,3737
10357,152021.766,15.897,3737
10358,152039.328,17.555,3737
10359,152055.469,16.127,3737
10360,152071.047,15.589,3737
10361,152088.094,17.040,3737
10362,152105.688,17.603,3737
10363,152121.766,16.078,3737
10364,152139.156,17.396,3737
10365,152155.750,16.592,3737
10366,152171.500,15.735,3737
10367,152189.406,17.904,3737
10368,152203.672,14.274,3737
10369,152217.031,13.371,3737
10370,152231.969,14.928,3737
10371,152248.078,16.099,3737
10372,152263.203,15.136,3737
10373,152279.109,15.901,3737
10374,152295.547,16.447,3737
10375,152311.125,15.577,3737
10376,152327.109,15.989,3737
10377,152346.375,19.252,3737
10378,152369.906,23.543,3737
10379,152387.469,17.557,3737
10380,152423.453,35.982,3737
10381,152435.438,11.973,3737
10382,152452.266,16.838,3737
10383,152468.297,16.030,3737
10384,152484.922,16.627,3737
10385,152501.656,16.732,3737
10386,152518.594,16.951,3737
10387,152533.781,15.176,3737
10388,152549.781,16.008,3737
10389,152563.703,13.912,3737
10390,152579.438,15.729,3737
10391,152596.766,17.335,3737
10392,152612.922,16.159,3737
10393,152627.563,14.645,3737
10394,152643.969,16.416,3737
10395,152660.875,16.883,3737
10396,152677.516,16.639,3737
10397,152692.531,15.036,3737
10398,152707.938,15.398,3737
10399,152721.250,13.312,3737
10400,152737.547,16.290,3737
10401,152753.016,15.479,3737
10402,152771.203,18.186,3737
10403,152787.063,15.853,3737
10404,152802.375,15.316,3737
10405,152819.234,16.864,3737
10406,152834.984,15.741,3737
10407,152850.844,15.862,3737
10408,152866.016,15.176,3737
10409,152880.750,14.735,3737
10410,152895.734,14.977,3737
10411,152911.141,15.417,3737
10412,152927.688,16.542,3737
10413,152943.406,15.708,3737
10414,152960.516,17.123,3737
10415,152975.219,14.709,3737
10416,152990.172,14.944,3737
10417,153005.875,15.701,3737
10418,153022.344,16.478,3737
10419,153037.641,15.291,3737
10420,153053.344,15.717,3737
10421,153068.953,15.589,3737
10422,153086.422,17.477,3737
10423,153104.953,18.527,3737
10424,153128.844,23.882,3737
10425,153143.281,14.452,3737
10426,153158.609,15.327,3737
10427,153173.141,14.527,3737
10428,153188.844,15.705,3737
10429,153205.703,16.861,3737
10430,153221.828,16.122,3737
10431,153236.719,14.878,3737
10432,153251.516,14.803,3737
10433,153271.031,19.523,3737
10434,153286.563,15.541,3737
10435,153302.000,15.440,3737
10436,153317.766,15.757,3737
10437,153332.719,14.942,3737
10438,153346.375,13.659,3737
10439,153362.563,16.198,3737
10440,153378.219,15.641,3737
10441,153393.734,15.532,3737
10442,153408.375,14.636,3737
10443,153424.203,15.822,3735
10444,153440.109,15.896,3735
10445,153456.156,16.049,3735
10446,153472.859,16.714,3735
10447,153488.953,16.095,3735
10448,153504.266,15.318,3735
10449,153520.797,16.527,3735
10450,153537.469,16.662,3735
10451,153553.000,15.542,3735
10452,153568.672,15.675,3735
10453,153583.469,14.790,3735
10454,153598.734,15.266,3735
10455,153612.969,14.240,3735
10456,153627.953,14.979,3735
10457,153643.094,15.145,3735
10458,153658.172,15.072,3735
10459,153673.281,15.112,3735
10460,153689.219,15.949,3735
10461,153705.078,15.850,3735
10462,153722.156,17.070,3735
10463,153737.703,15.549,3735
10464,153754.313,16.606,3735
10465,153770.094,15.778,3735
10466,153785.625,15.542,3735
10467,153800.109,14.482,3735
10468,153815.125,15.022,3735
10469,153832.391,17.263,3735
10470,153846.953,14.554,3735
10471,153861.688,14.734,3735
10472,153878.109,16.423,3735
10473,153895.141,17.033,3735
10474,153910.891,15.757,3735
10475,153924.359,13.465,3735
10476,153941.938,17.592,3735
10477,153957.500,15.549,3735
10478,153973.250,15.750,3735
10479,153990.203,16.952,3735
10480,154006.516,16.321,3735
10481,154021.984,15.463,3735
10482,154037.656,15.664,3735
10483,154052.438,14.795,3735
10484,154068.484,16.047,3735
10485,154082.672,14.183,3735
10486,154096.594,13.930,3735
10487,154111.656,15.045,3735
10488,154127.234,15.584,3733
10489,154142.938,15.695,3733
10490,154157.281,14.359,3733
10491,154172.594,15.305,3733
10492,154187.984,15.399,3733
10493,154203.734,15.742,3733
10494,154220.109,16.372,3733
10495,154237.516,17.410,3733
10496,154253.031,15.518,3733
10497,154268.328,15.298,3733
10498,154281.641,13.313,3733
10499,154296.250,14.597,3733
10500,154311.875,15.646,3733
10501,154328.797,16.905,3733
10502,154345.141,16.356,3733
10503,154359.828,14.687,3733
10504,154374.578,14.742,3733
10505,154390.656,16.088,3733
10506,154406.422,15.763,3733
10507,154422.516,16.092,3733
10508,154438.250,15.728,3733
10509,154454.016,15.779,3733
10510,154469.406,15.367,3733
10511,154484.578,15.187,3733
10512,154499.703,15.119,3733
10513,154515.094,15.392,3733
10514,154529.703,14.608,3733
10515,154544.922,15.212,3733
10516,154560.141,15.229,3733
10517,154575.594,15.458,3733
10518,154590.844,15.233,3733
10519,154607.156,16.320,3733
10520,154623.156,16.010,3733
10521,154637.813,14.649,3733
10522,154654.125,16.306,3733
10523,154669.469,15.341,3733
10524,154684.969,15.505,3733
10525,154699.297,14.345,3733
10526,154714.938,15.621,3733
10527,154729.688,14.753,3733
10528,154744.297,14.611,3733
10529,154759.922,15.640,3733
10530,154775.219,15.296,3733
10531,154789.938,14.707,3733
10532,154804.344,14.402,3733
10533,154821.047,16.703,3733
10534,154835.797,14.762,3733
10535,154849.516,13.712,3733
10536,154864.109,14.581,3733
10537,154879.031,14.932,3733
10538,154895.203,16.171,3733
10539,154910.766,15.565,3733
10540,154926.969,16.204,3733
10541,154942.016,15.051,3733
10542,154957.484,15.460,3733
10543,154973.109,15.629,3733
10544,154988.188,15.071,3733
10545,155003.672,15.497,3733
10546,155019.297,15.632,3733
10547,155035.688,16.383,3733
10548,155050.344,14.647,3733
10549,155066.656,16.330,3733
10550,155080.547,13.887,3733
10551,155094.766,14.197,3733
10552,155109.375,14.615,3733
10553,155124.203,14.825,3733
10554,155139.219,15.028,3733
10555,155155.000,15.777,3733
10556,155171.438,16.435,3733
10557,155186.875,15.441,3733
10558,155202.406,15.527,3733
10559,155217.672,15.278,3733
10560,155232.797,15.118,3733
10561,155249.219,16.425,3733
10562,155264.109,14.882,3733
10563,155279.422,15.317,3733
10564,155295.516,16.093,3733
10565,155310.125,14.613,3732
10566,155324.578,14.455,3731
10567,155337.969,13.387,3731
10568,155353.766,15.792,3731
10569,155368.750,14.979,3731
10570,155382.563,13.831,3731
10571,155398.484,15.917,3731
10572,155414.297,15.811,3731
10573,155429.141,14.842,3731
10574,155445.125,15.985,3731
10575,155461.078,15.949,3731
10576,155476.328,15.259,3731
10577,155490.969,14.640,3731
10578,155507.000,16.020,3731
10579,155522.969,15.978,3731
10580,155538.781,15.806,3731
10581,155555.391,16.608,3731
10582,155571.641,16.250,3731
10583,155587.188,15.552,3731
10584,155602.859,15.666,3731
10585,155617.594,14.741,3731
10586,155633.203,15.613,3731
10587,155649.078,15.869,3731
10588,155662.656,13.589,3731
10589,155678.016,15.357,3731
10590,155693.672,15.651,3731
10591,155709.063,15.390,3731
10592,155724.953,15.889,3731
10593,155739.953,15.011,3731
10594,155755.781,15.815,3731
10595,155771.781,16.002,3731
10596,155786.609,14.840,3731
10597,155801.578,14.953,3731
10598,155816.844,15.263,3731
10599,155831.844,15.012,3731
10600,155845.766,13.925,3731
10601,155860.531,14.767,3731
10602,155874.859,14.321,3731
10603,155889.391,14.520,3731
10604,155904.750,15.357,3731
10605,155920.844,16.098,3731
10606,155936.250,15.413,3731
10607,155953.172,16.932,3731
10608,155968.594,15.422,3731
10609,155984.000,15.406,3731
10610,155998.078,14.057,3731
10611,156013.469,15.398,3731
10612,156029.344,15.888,3731
10613,156045.547,16.185,3731
10614,156062.016,16.493,3731
10615,156078.219,16.177,3731
10616,156093.406,15.197,3731
10617,156106.953,13.547,3731
10618,156120.391,13.433,3731
10619,156136.891,16.496,3731
10620,156152.578,15.695,3731
10621,156168.328,15.752,3731
10622,156183.391,15.062,3731
10623,156196.266,12.867,3731
10624,156211.938,15.692,3731
10625,156227.516,15.567,3731
10626,156240.844,13.321,3731
10627,156255.344,14.517,3731
10628,156273.094,17.744,3731
10629,156288.719,15.612,3731
10630,156304.281,15.564,3731
10631,156319.563,15.286,3731
10632,156335.531,15.963,3731
10633,156350.719,15.191,3731
10634,156366.281,15.558,3731
10635,156383.000,16.723,3731
10636,156399.078,16.078,3731
10637,156412.594,13.524,3731
10638,156427.344,14.757,3731
10639,156444.406,17.059,3731
10640,156459.578,15.166,3732
10641,156475.313,15.734,3732
10642,156490.328,15.015,3732
10643,156505.844,15.526,3732
10644,156521.875,16.019,3732
10645,156537.188,15.322,3732
10646,156552.422,15.223,3732
10647,156566.875,14.456,3732
10648,156581.000,14.120,3732
10649,156599.344,18.354,3732
10650,156615.875,16.536,3732
10651,156632.391,16.508,3732
10652,156648.125,15.731,3732
10653,156662.500,14.387,3732
10654,156677.609,15.098,3732
10655,156693.469,15.862,3732
10656,156709.250,15.780,3732
10657,156721.984,12.738,3732
10658,156738.641,16.655,3732
10659,156754.531,15.900,3732
10660,156770.781,16.229,3732
10661,156786.594,15.826,3732
10662,156802.344,15.752,3732
10663,156817.844,15.500,3732
10664,156834.891,17.037,3732
10665,156851.484,16.590,3732
10666,156865.781,14.303,3732
10667,156879.734,13.956,3732
10668,156896.375,16.635,3732
10669,156911.531,15.162,3732
10670,156927.609,16.078,3732
10671,156942.469,14.855,3732
10672,156958.109,15.645,3732
10673,156973.563,15.453,3732
10674,156990.359,16.798,3732
10675,157006.203,15.832,3732
10676,157020.938,14.742,3732
10677,157035.875,14.946,3732
10678,157052.453,16.567,3732
10679,157067.594,15.141,3732
10680,157084.422,16.835,3732
10681,157100.578,16.167,3732
10682,157116.297,15.706,3732
10683,157132.375,16.077,3732
10684,157146.797,14.414,3732
10685,157161.656,14.870,3732
10686,157177.047,15.385,3732
10687,157192.266,15.219,3732
10688,157208.438,16.175,3732
10689,157224.375,15.931,3732
10690,157240.078,15.711,3732
10691,157254.969,14.890,3732
10692,157271.328,16.366,3732
10693,157286.531,15.202,3732
10694,157301.063,14.520,3732
10695,157314.641,13.584,3732
10696,157329.234,14.595,3732
10697,157345.953,16.722,3732
10698,157360.406,14.452,3732
10699,157376.516,16.108,3732
10700,157392.922,16.408,3732
10701,157408.516,15.585,3732
10702,157424.188,15.677,3732
10703,157440.641,16.464,3732
10704,157455.234,14.581,3732
10705,157468.828,13.593,3732
10706,157483.828,15.000,3732
10707,157500.906,17.085,3732
10708,157515.391,14.473,3732
10709,157530.203,14.816,3732
10710,157544.047,13.838,3732
10711,157558.078,14.036,3732
10712,157573.563,15.487,3732
10713,157589.063,15.498,3732
10714,157605.281,16.230,3732
10715,157621.141,15.853,3732
10716,157637.797,16.660,3732
10717,157655.063,17.265,3732
10718,157671.219,16.157,3732
10719,157686.672,15.456,3732
10720,157702.297,15.614,3732
10721,157717.016,14.724,3732
10722,157730.859,13.836,3732
10723,157747.625,16.766,3732
10724,157763.578,15.956,3732
10725,157777.906,14.329,3732
10726,157791.766,13.860,3732
10727,157807.516,15.742,3732
10728,157823.219,15.722,3732
10729,157838.406,15.178,3732
10730,157853.859,15.459,3732
10731,157869.594,15.718,3732
10732,157886.469,16.889,3732
10733,157901.063,14.597,3732
10734,157913.875,12.810,3732
10735,157929.125,15.248,3732
10736,157944.609,15.487,3732
10737,157960.797,16.173,3732
10738,157975.438,14.647,3732
10739,157989.391,13.941,3732
10740,158004.906,15.534,3732
10741,158021.719,16.814,3732
10742,158037.047,15.321,3732
10743,158052.750,15.692,3732
10744,158068.750,16.014,3731
10745,158082.781,14.022,3731
10746,158098.250,15.480,3731
10747,158112.797,14.539,3731
10748,158128.438,15.643,3731
10749,158144.172,15.733,3731
10750,158159.859,15.699,3731
10751,158175.688,15.820,3731
10752,158189.938,14.249,3731
10753,158203.563,13.627,3731
10754,158216.938,13.380,3731
10755,158231.250,14.317,3731
10756,158245.516,14.245,3731
10757,158260.641,15.141,3731
10758,158276.516,15.868,3731
10759,158292.641,16.140,3731
10760,158310.031,17.373,3731
10761,158325.922,15.895,3731
10762,158341.438,15.505,3731
10763,158357.875,16.457,3731
10764,158373.750,15.867,3731
10765,158387.953,14.210,3731
10766,158403.125,15.170,3731
10767,158426.438,23.306,3731
10768,163564.938,5138.503,3732
10769,163572.203, 7.255,3732
10770,163586.250,14.051,3732
10771,163599.188,12.943,3732
