Frame, Time (ms), Delta (ms) , Memory (mb)
 1811,32994.387,62.065,4505
 1812,33022.324,27.938,4505
 1813,33079.609,57.283,4505
 1814,33105.441,25.833,4505
 1815,33142.043,36.602,4505
 1816,33179.805,37.760,4505
 1817,33222.582,42.777,4505
 1818,33270.281,47.699,4505
 1819,33306.340,36.062,4505
 1820,33343.098,36.755,4505
 1821,33384.598,41.503,4505
 1822,33423.445,38.845,4505
 1823,33470.504,47.061,4505
 1824,33496.992,26.487,4505
 1825,33536.559,39.564,4505
 1826,33558.977,22.422,4505
 1827,33596.711,37.731,4505
 1828,33637.176,40.468,4505
 1829,33671.098,33.919,4505
 1830,33712.168,41.072,4505
 1831,33742.738,30.567,4505
 1832,33782.551,39.814,4505
 1833,33809.910,27.359,4505
 1834,33840.000,30.092,4505
 1835,33875.047,35.044,4505
 1836,33922.859,47.812,4505
 1837,33955.816,32.961,4505
 1838,33982.648,26.832,4505
 1839,34013.879,31.228,4505
 1840,34047.984,34.108,4505
 1841,34077.504,29.521,4505
 1842,34105.418,27.910,4505
 1843,34144.402,38.985,4505
 1844,34169.922,25.521,4505
 1845,34203.188,33.264,4505
 1846,34235.141,31.956,4505
 1847,34269.598,34.454,4505
 1848,34300.422,30.825,4505
 1849,34327.309,26.889,4505
 1850,34354.094,26.783,4505
 1851,34384.813,30.719,4505
 1852,34415.531,30.715,4505
 1853,34448.512,32.987,4505
 1854,34479.617,31.102,4505
 1855,34504.238,24.620,4505
 1856,34532.289,28.051,4505
 1857,34566.605,34.317,4505
 1858,34598.059,31.455,4505
 1859,34652.773,54.714,4505
 1860,34677.262,24.489,4505
 1861,34706.219,28.955,4505
 1862,34739.953,33.738,4505
 1863,34766.512,26.560,4505
 1864,34798.281,31.767,4505
 1865,34831.539,33.253,4505
 1866,34876.785,45.249,4505
 1867,34926.684,49.897,4505
 1868,34994.625,67.944,4505
 1869,35039.078,44.451,4505
 1870,35088.367,49.290,4505
 1871,35133.000,44.636,4505
 1872,35178.805,45.804,4505
 1873,35219.289,40.481,4505
 1874,35272.246,52.958,4505
 1875,35318.145,45.901,4505
 1876,35359.336,41.193,4505
 1877,35405.254,45.915,4505
 1878,35449.984,44.730,4505
 1879,35481.957,31.974,4505
 1880,35520.781,38.822,4504
 1881,35566.270,45.489,4504
 1882,35594.363,28.093,4504
 1883,35630.609,36.249,4504
 1884,35660.586,29.976,4505
 1885,35687.980,27.395,4505
 1886,35710.785,22.803,4505
 1887,35735.500,24.717,4505
 1888,35763.297,27.793,4505
 1889,35792.098,28.803,4505
 1890,35860.254,68.156,4506
 1891,35886.250,25.995,4506
 1892,35940.234,53.982,4506
 1893,35997.898,57.665,4506
 1894,36036.090,38.194,4506
 1895,36109.746,73.654,4506
 1896,36144.629,34.885,4506
 1897,36184.051,39.421,4506
 1898,36225.699,41.649,4506
 1899,36289.891,64.190,4506
 1900,36329.273,39.384,4506
 1901,36371.129,41.858,4506
 1902,36413.809,42.677,4506
 1903,36447.648,33.842,4506
 1904,36486.645,38.995,4506
 1905,36520.203,33.557,4506
 1906,36554.582,34.380,4506
 1907,36612.223,57.640,4506
 1908,36637.270,25.046,4506
 1909,36671.383,34.113,4506
 1910,36709.875,38.492,4506
 1911,36744.539,34.664,4506
 1912,36776.449,31.913,4506
 1913,36815.602,39.149,4506
 1914,36847.441,31.840,4506
 1915,36887.621,40.181,4506
 1916,36919.297,31.675,4506
 1917,36959.445,40.151,4506
 1918,36993.188,33.740,4506
 1919,37022.094,28.907,4506
 1920,37051.613,29.521,4506
 1921,37080.352,28.734,4506
 1922,37116.727,36.376,4506
 1923,37147.523,30.795,4506
 1924,37181.594,34.073,4506
 1925,37218.781,37.190,4506
 1926,37246.922,28.140,4506
 1927,37282.117,35.195,4506
 1928,37314.121,32.005,4506
 1929,37344.648,30.529,4506
 1930,37371.809,27.156,4506
 1931,37402.859,31.050,4506
 1932,37436.234,33.377,4506
 1933,37470.289,34.056,4504
 1934,37499.539,29.245,4504
 1935,37531.746,32.210,4504
 1936,37575.996,44.252,4504
 1937,37607.309,31.313,4504
 1938,37631.977,24.668,4504
 1939,37661.219,29.238,4504
 1940,37697.949,36.732,4504
 1941,37723.113,25.166,4504
 1942,37750.906,27.792,4504
 1943,37775.402,24.495,4504
 1944,37811.402,35.999,4505
 1945,37835.320,23.921,4505
 1946,37857.348,22.022,4505
 1947,37883.699,26.356,4505
 1948,37906.961,23.261,4505
 1949,37927.035,20.073,4505
 1950,37959.160,32.128,4505
 1951,37986.555,27.394,4505
 1952,38011.625,25.070,4505
 1953,38033.262,21.635,4505
 1954,38056.242,22.983,4505
 1955,38083.035,26.791,4505
 1956,38110.379,27.345,4505
 1957,38135.586,25.205,4505
 1958,38161.172,25.588,4505
 1959,38186.215,25.040,4505
 1960,38215.059,28.844,4505
 1961,38251.387,36.329,4505
 1962,38291.078,39.691,4505
 1963,38330.066,38.989,4505
 1964,38375.344,45.277,4505
 1965,38432.324,56.984,4505
 1966,38476.547,44.219,4505
 1967,38511.277,34.733,4505
 1968,38563.219,51.939,4505
 1969,38613.039,49.820,4505
 1970,38653.570,40.534,4505
 1971,38692.320,38.749,4505
 1972,38725.367,33.046,4505
 1973,38774.898,49.529,4505
 1974,38810.746,35.852,4505
 1975,38861.152,50.404,4505
 1976,38884.898,23.745,4505
 1977,38932.660,47.764,4505
 1978,38987.051,54.387,4505
 1979,39046.129,59.084,4505
 1980,39101.809,55.680,4505
 1981,39150.281,48.471,4505
 1982,39195.195,44.910,4505
 1983,39241.027,45.833,4505
 1984,39297.176,56.147,4505
 1985,39335.641,38.471,4505
 1986,39368.594,32.949,4505
 1987,39409.750,41.157,4505
 1988,39444.086,34.336,4505
 1989,39483.590,39.504,4505
 1990,39519.227,35.636,4505
 1991,39555.875,36.650,4505
 1992,39585.074,29.199,4505
 1993,39618.168,33.093,4505
 1994,39653.887,35.717,4505
 1995,39687.566,33.680,4505
 1996,39720.262,32.697,4505
 1997,39751.348,31.085,4505
 1998,39793.203,41.855,4505
 1999,39816.816,23.617,4505
 2000,39843.348,26.529,4505
 2001,39868.285,24.938,4505
 2002,39893.016,24.728,4505
 2003,39918.313,25.298,4505
 2004,39962.996,44.686,4505
 2005,39987.168,24.174,4505
 2006,40016.547,29.373,4505
 2007,40047.617,31.071,4505
 2008,40088.441,40.827,4503
 2009,40109.852,21.405,4503
 2010,40138.352,28.502,4503
 2011,40165.246,26.897,4503
 2012,40191.910,26.663,4503
 2013,40213.719,21.809,4503
 2014,40236.035,22.315,4503
 2015,40260.387,24.353,4503
 2016,40288.723,28.337,4503
 2017,40314.555,25.830,4503
 2018,40332.379,17.826,4062
 2019,40343.215,10.833,4060
 2020,40355.848,12.633,4060
 2021,40366.844,10.994,4060
 2022,40378.738,11.899,4060
 2023,40390.980,12.242,4049
 2024,40402.410,11.430,4049
 2025,40416.734,14.323,4049
 2026,40426.488, 9.757,4049
 2027,40439.410,12.917,4048
 2028,40450.570,11.162,4048
 2029,40463.785,13.218,4048
 2030,40473.746, 9.956,4048
 2031,40485.539,11.794,4048
 2032,40498.051,12.513,4048
 2033,40510.492,12.444,4048
 2034,40523.035,12.539,4048
 2035,40534.211,11.178,4048
 2036,40545.684,11.468,4048
 2037,40559.566,13.885,4047
 2038,40573.250,13.687,4047
 2039,40584.219,10.966,4047
 2040,40597.629,13.412,4042
 2041,40611.922,14.293,4035
 2042,40622.676,10.751,4035
 2043,40636.340,13.663,4032
 2044,40649.945,13.608,4032
 2045,40662.461,12.517,4031
 2046,40675.434,12.970,4031
 2047,40687.066,11.636,4029
 2048,40699.434,12.364,4029
 2049,40710.344,10.909,4029
 2050,40723.125,12.786,4029
 2051,40734.648,11.524,4029
 2052,40746.871,12.220,4029
 2053,40758.883,12.012,4029
 2054,40770.938,12.055,4029
 2055,40783.520,12.581,4029
 2056,40795.527,12.008,4029
 2057,40808.746,13.220,4021
 2058,40819.227,10.477,4021
 2059,40831.973,12.749,4021
 2060,40845.813,13.840,4021
 2061,40857.863,12.048,4021
 2062,40869.340,11.476,4021
 2063,40881.297,11.960,4021
 2064,40893.430,12.132,4021
 2065,40905.320,11.895,4020
 2066,40917.824,12.501,4020
 2067,40929.477,11.654,4017
 2068,40942.422,12.944,4017
 2069,40955.770,13.346,4016
 2070,40966.332,10.564,4016
 2071,40979.531,13.199,4016
 2072,40992.953,13.420,4016
 2073,41004.223,11.270,4015
 2074,41017.426,13.205,4015
 2075,41029.309,11.883,4013
 2076,41041.188,11.877,4013
 2077,41053.480,12.297,4012
 2078,41066.875,13.392,4009
 2079,41078.234,11.357,4009
 2080,41092.734,14.502,4009
 2081,41104.043,11.308,4008
 2082,41117.801,13.760,4007
 2083,41128.926,11.123,4007
 2084,41141.559,12.632,4007
 2085,41154.980,13.423,4007
 2086,41165.516,10.533,4007
 2087,41178.281,12.770,4003
 2088,41191.613,13.331,4003
 2089,41203.227,11.612,4000
 2090,41216.328,13.101,4000
 2091,41228.090,11.761,4000
 2092,41240.773,12.684,3998
 2093,41252.602,11.828,3998
 2094,41265.258,12.659,3998
 2095,41276.949,11.689,3998
 2096,41290.918,13.970,3991
 2097,41304.805,13.888,3991
 2098,41319.156,14.351,3991
 2099,41332.035,12.875,3987
 2100,41347.637,15.606,3985
 2101,41361.273,13.635,3985
 2102,41375.617,14.342,3983
 2103,41390.039,14.421,3983
 2104,41402.969,12.934,3983
 2105,41417.094,14.123,3983
 2106,41430.875,13.778,3983
 2107,41448.039,17.166,3983
 2108,41462.141,14.103,3983
 2109,41475.746,13.607,3983
 2110,41488.648,12.901,3983
 2111,41502.996,14.349,3983
 2112,41517.656,14.661,3983
 2113,41532.266,14.609,3983
 2114,41545.586,13.318,3983
 2115,41563.078,17.493,3983
 2116,41577.691,14.609,3983
 2117,41593.793,16.104,3983
 2118,41609.820,16.029,3983
 2119,41628.598,18.776,3983
 2120,41647.328,18.735,3982
 2121,41662.766,15.434,3979
 2122,41676.609,13.845,3979
 2123,41690.824,14.217,3978
 2124,41703.465,12.638,3978
 2125,41716.566,13.101,3978
 2126,41728.066,11.497,3978
 2127,41741.281,13.217,3978
 2128,41753.695,12.412,3978
 2129,41767.164,13.472,3977
 2130,41781.262,14.098,3977
 2131,41795.402,14.140,3977
 2132,41809.773,14.370,3977
 2133,41820.008,10.233,3977
 2134,41835.039,15.031,3977
 2135,41846.098,11.059,3977
 2136,41860.180,14.082,3977
 2137,41871.434,11.257,3977
 2138,41885.098,13.663,3977
 2139,41898.059,12.961,3976
 2140,41911.547,13.488,3976
 2141,41926.121,14.573,3976
 2142,41939.488,13.369,3976
 2143,41954.617,15.131,3976
 2144,41967.547,12.925,3976
 2145,41982.379,14.834,3975
 2146,41994.059,11.677,3975
 2147,42007.453,13.398,3975
 2148,42022.051,14.598,3977
 2149,42036.770,14.718,3977
 2150,42048.590,11.820,3977
 2151,42061.344,12.753,3977
 2152,42074.984,13.643,3976
 2153,42089.250,14.266,3976
 2154,42101.375,12.123,3975
 2155,42114.844,13.466,3974
 2156,42129.645,14.805,3974
 2157,42142.031,12.385,3974
 2158,42154.723,12.693,3973
 2159,42167.941,13.218,3973
 2160,42181.129,13.189,3973
 2161,42194.684,13.551,3971
 2162,42208.313,13.633,3971
 2163,42220.375,12.060,3971
 2164,42234.137,13.764,3971
 2165,42246.352,12.212,3971
 2166,42259.281,12.929,3971
 2167,42271.598,12.318,3971
 2168,42284.582,12.985,3969
 2169,42296.773,12.192,3969
 2170,42310.082,13.309,3969
 2171,42322.570,12.487,3969
 2172,42335.414,12.842,3969
 2173,42349.340,13.927,3968
 2174,42362.379,13.039,3968
 2175,42375.375,12.994,3968
 2176,42388.020,12.643,3968
 2177,42400.707,12.692,3968
 2178,42413.848,13.139,3967
 2179,42428.305,14.461,3965
 2180,42440.266,11.959,3965
 2181,42454.363,14.095,3965
 2182,42466.418,12.055,3965
 2183,42480.234,13.818,3965
 2184,42493.195,12.961,3965
 2185,42505.918,12.722,3964
 2186,42520.770,14.851,3958
 2187,42531.855,11.084,3958
 2188,42545.793,13.939,3955
 2189,42559.516,13.723,3954
 2190,42571.457,11.941,3951
 2191,42585.625,14.171,3950
 2192,42598.289,12.664,3950
 2193,42612.203,13.909,3946
 2194,42625.621,13.422,3944
 2195,42639.852,14.226,3942
 2196,42652.652,12.806,3942
 2197,42666.922,14.270,3939
 2198,42680.047,13.122,3938
 2199,42691.992,11.948,3938
 2200,42704.320,12.327,3936
 2201,42718.113,13.794,3936
 2202,42730.391,12.275,3936
 2203,42743.641,13.250,3928
 2204,42756.918,13.279,3928
 2205,42770.094,13.176,3926
 2206,42782.941,12.846,3924
 2207,42795.684,12.742,3925
 2208,42808.191,12.508,3925
 2209,42821.672,13.480,3921
 2210,42833.734,12.063,3919
 2211,42848.266,14.530,3919
 2212,42861.184,12.918,3919
 2213,42874.625,13.443,3911
 2214,42887.207,12.581,3908
 2215,42902.617,15.412,3906
 2216,42916.004,13.384,3903
 2217,42929.258,13.257,3902
 2218,42943.484,14.226,3899
 2219,42954.859,11.375,3899
 2220,42969.090,14.231,3896
 2221,42981.234,12.145,3893
 2222,42995.266,14.031,3887
 2223,43009.254,13.987,3884
 2224,43021.574,12.321,3884
 2225,43034.539,12.961,3884
 2226,43048.266,13.730,3884
 2227,43060.961,12.697,3883
 2228,43074.391,13.427,3883
 2229,43087.605,13.216,3883
 2230,43100.039,12.432,3883
 2231,43113.313,13.278,3883
 2232,43126.844,13.528,3881
 2233,43140.684,13.836,3881
 2234,43152.863,12.183,3881
 2235,43166.641,13.779,3881
 2236,43179.426,12.785,3881
 2237,43192.531,13.104,3881
 2238,43206.547,14.013,3880
 2239,43220.715,14.168,3878
 2240,43235.727,15.015,3878
 2241,43248.645,12.918,3878
 2242,43261.211,12.567,3878
 2243,43275.758,14.545,3878
 2244,43288.078,12.322,3878
 2245,43301.891,13.813,3876
 2246,43314.652,12.762,3874
 2247,43327.938,13.286,3872
 2248,43341.859,13.917,3872
 2249,43354.852,12.995,3872
 2250,43369.027,14.174,3870
 2251,43381.969,12.944,3870
 2252,43395.727,13.757,3870
 2253,43408.598,12.870,3870
 2254,43423.156,14.560,3868
 2255,43453.609,30.452,3868
 2256,43468.023,14.412,3868
 2257,43479.770,11.749,3868
 2258,43492.602,12.833,3867
 2259,43505.898,13.297,3864
 2260,43519.121,13.222,3863
 2261,43533.355,14.230,3862
 2262,43548.723,15.369,3861
 2263,43562.859,14.135,3861
 2264,43575.199,12.343,3861
 2265,43591.156,15.959,3861
 2266,43601.887,10.728,3861
 2267,43615.648,13.763,3861
 2268,43630.426,14.779,3858
 2269,43642.539,12.112,3858
 2270,43658.266,15.727,3854
 2271,43670.813,12.548,3853
 2272,43686.238,15.424,3853
 2273,43700.434,14.194,3853
 2274,43714.473,14.040,3851
 2275,43728.570,14.097,3850
 2276,43742.508,13.938,3850
 2277,43754.375,11.866,3850
 2278,43769.355,14.978,3849
 2279,43781.980,12.629,3849
 2280,43796.719,14.736,3848
 2281,43811.125,14.410,3847
 2282,43825.109,13.983,3845
 2283,43839.363,14.254,3842
 2284,43851.313,11.948,3840
 2285,43866.270,14.957,3834
 2286,43879.465,13.197,3834
 2287,43893.113,13.648,3831
 2288,43905.777,12.664,3831
 2289,43919.082,13.306,3830
 2290,43933.883,14.800,3828
 2291,43947.906,14.021,3824
 2292,43962.348,14.441,3824
 2293,43973.516,11.170,3821
 2294,43989.020,15.501,3820
 2295,44002.016,12.997,3820
 2296,44015.195,13.179,3819
 2297,44028.754,13.562,3819
 2298,44042.746,13.992,3819
 2299,44056.023,13.274,3819
 2300,44068.641,12.620,3817
 2301,44083.875,15.233,3814
 2302,44097.422,13.548,3813
 2303,44110.777,13.358,3812
 2304,44126.031,15.249,3812
 2305,44139.059,13.027,3811
 2306,44152.555,13.497,3811
 2307,44165.648,13.095,3811
 2308,44180.594,14.944,3810
 2309,44194.684,14.091,3808
 2310,44207.621,12.940,3807
 2311,44221.816,14.194,3807
 2312,44237.875,16.058,3807
 2313,44250.125,12.252,3807
 2314,44264.984,14.861,3805
 2315,44280.480,15.493,3805
 2316,44293.578,13.099,3803
 2317,44308.063,14.482,3800
 2318,44322.895,14.831,3797
 2319,44337.297,14.407,3796
 2320,44352.621,15.322,3794
 2321,44367.563,14.938,3781
 2322,44381.547,13.988,3780
 2323,44395.277,13.730,3780
 2324,44409.219,13.938,3780
 2325,44423.043,13.828,3778
 2326,44437.352,14.306,3778
 2327,44452.066,14.717,3777
 2328,44465.516,13.445,3776
 2329,44479.656,14.145,3776
 2330,44493.035,13.375,3775
 2331,44506.684,13.649,3770
 2332,44520.105,13.427,3767
 2333,44535.703,15.595,3766
 2334,44549.793,14.090,3766
 2335,44564.668,14.875,3762
 2336,44576.875,12.204,3761
 2337,44592.512,15.637,3759
 2338,44606.016,13.504,3756
 2339,44619.609,13.598,3755
 2340,44633.613,14.003,3755
 2341,44647.801,14.186,3755
 2342,44664.754,16.954,3755
 2343,44680.754,15.998,3755
 2344,44694.988,14.238,3755
 2345,44707.832,12.841,3755
 2346,44723.602,15.772,3755
 2347,44738.641,15.037,3751
 2348,44754.668,16.028,3751
 2349,44767.211,12.542,3749
 2350,44780.719,13.507,3747
 2351,44795.258,14.541,3747
 2352,44808.152,12.898,3747
 2353,44822.207,14.050,3744
 2354,44837.594,15.390,3744
 2355,44851.922,14.325,3742
 2356,44865.922,14.002,3742
 2357,44878.352,12.428,3740
 2358,44892.914,14.561,3739
 2359,44907.281,14.368,3737
 2360,44922.938,15.659,3732
 2361,44936.926,13.987,3732
 2362,44952.000,15.071,3732
 2363,44966.059,14.061,3731
 2364,44979.922,13.866,3730
 2365,44997.547,17.620,3730
 2366,45011.938,14.395,3730
 2367,45025.316,13.378,3727
 2368,45039.074,13.755,3726
 2369,45051.848,12.773,3726
 2370,45066.930,15.084,3726
 2371,45079.785,12.857,3725
 2372,45095.754,15.966,3724
 2373,45111.711,15.959,3721
 2374,45124.996,13.285,3721
 2375,45140.617,15.623,3720
 2376,45154.012,13.390,3720
 2377,45167.602,13.592,3720
 2378,45182.938,15.335,3711
 2379,45196.461,13.526,3709
 2380,45211.363,14.902,3707
 2381,45225.801,14.438,3706
 2382,45240.211,14.410,3706
 2383,45253.941,13.730,3706
 2384,45270.586,16.646,3706
 2385,45290.363,19.775,3706
 2386,45302.254,11.890,3704
 2387,45318.098,15.844,3702
 2388,45330.930,12.832,3700
 2389,45346.734,15.805,3694
 2390,45359.250,12.516,3692
 2391,45372.742,13.491,3688
 2392,45386.965,14.226,3686
 2393,45401.273,14.309,3684
 2394,45414.984,13.712,3678
 2395,45430.148,15.161,3677
 2396,45442.621,12.474,3677
 2397,45458.109,15.488,3677
 2398,45473.254,15.143,3676
 2399,45485.512,12.256,3674
 2400,45500.746,15.235,3674
 2401,45515.988,15.244,3673
 2402,45529.457,13.469,3673
 2403,45544.066,14.608,3670
 2404,45557.613,13.547,3670
 2405,45573.609,15.998,3667
 2406,45588.188,14.574,3667
 2407,45603.605,15.421,3664
 2408,45618.547,14.938,3654
 2409,45635.363,16.817,3653
 2410,45651.879,16.516,3652
 2411,45665.270,13.394,3650
 2412,45680.531,15.260,3645
 2413,45693.305,12.774,3644
 2414,45707.227,13.920,3638
 2415,45721.441,14.217,3637
 2416,45735.172,13.730,3634
 2417,45748.543,13.371,3635
 2418,45763.539,14.994,3629
 2419,45777.469,13.932,3620
 2420,45791.293,13.824,3620
 2421,45805.332,14.038,3620
 2422,45819.621,14.290,3618
 2423,45833.457,13.839,3618
 2424,45846.367,12.907,3616
 2425,45863.453,17.087,3615
 2426,45876.086,12.631,3615
 2427,45892.855,16.769,3615
 2428,45905.008,12.152,3615
 2429,45921.469,16.464,3615
 2430,45934.457,12.990,3615
 2431,45952.055,17.594,3614
 2432,45966.504,14.447,3614
 2433,45980.516,14.014,3614
 2434,46014.754,34.239,3608
 2435,46051.684,36.930,3604
 2436,46071.430,19.747,3602
 2437,46086.297,14.866,3597
 2438,46113.035,26.739,3573
 2439,46137.313,24.276,3558
 2440,46166.836,29.521,3542
 2441,46189.867,23.035,3542
 2442,46215.762,25.896,3541
 2443,46238.207,22.443,3541
 2444,46269.289,31.083,3541
 2445,46290.699,21.407,3539
 2446,46321.305,30.610,3539
 2447,46348.371,27.065,3539
 2448,46374.281,25.912,3539
 2449,46405.582,31.298,3539
 2450,46431.645,26.064,3539
 2451,46460.883,29.238,3539
 2452,46495.887,35.002,3539
 2453,46521.047,25.161,3539
 2454,46550.000,28.951,3539
 2455,46598.930,48.931,3539
 2456,46629.785,30.855,3539
 2457,46653.688,23.903,3539
 2458,46682.379,28.692,3539
 2459,46708.852,26.473,3539
 2460,46730.699,21.845,3539
 2461,46758.313,27.615,3539
 2462,46781.219,22.905,3539
 2463,46806.105,24.887,3539
 2464,46827.066,20.964,3539
 2465,46855.328,28.257,3539
 2466,46879.184,23.857,3539
 2467,46909.762,30.580,3539
 2468,46939.574,29.812,3539
 2469,46970.059,30.483,3539
 2470,47001.293,31.238,3539
 2471,47036.621,35.328,3535
 2472,47083.777,47.157,3532
 2473,47113.387,29.605,3532
 2474,47138.445,25.062,3532
 2475,47171.223,32.776,3532
 2476,47201.004,29.778,3532
 2477,47228.934,27.934,3532
 2478,47261.855,32.919,3532
 2479,47293.379,31.524,3532
 2480,47325.836,32.456,3532
 2481,47360.000,34.164,3532
 2482,47389.957,29.959,3532
 2483,47440.184,50.226,3532
 2484,47471.457,31.276,3532
 2485,47498.727,27.266,3532
 2486,47543.496,44.769,3532
 2487,47560.434,16.942,3532
 2488,47594.898,34.463,3532
 2489,47624.801,29.904,3532
 2490,47657.133,32.331,3532
 2491,47690.738,33.603,3532
 2492,47738.629,47.894,3532
 2493,47766.461,27.831,3532
 2494,47792.066,25.606,3532
 2495,47820.957,28.890,3532
 2496,47848.051,27.093,3532
 2497,47870.129,22.081,3532
 2498,47902.074,31.941,3532
 2499,47937.688,35.614,3532
 2500,47967.945,30.258,3532
 2501,47996.340,28.393,3532
 2502,48022.883,26.544,3532
 2503,48045.172,22.287,3532
 2504,48072.090,26.922,3532
 2505,48105.594,33.505,3532
 2506,48132.000,26.403,3532
 2507,48157.922,25.925,3532
 2508,48186.621,28.698,3532
 2509,48217.762,31.141,3532
 2510,48246.035,28.270,3532
 2511,48277.625,31.594,3532
 2512,48309.516,31.888,3532
 2513,48338.531,29.017,3532
 2514,48359.586,21.053,3532
 2515,48382.098,22.515,3532
 2516,48404.305,22.206,3532
 2517,48424.836,20.526,3532
 2518,48449.352,24.519,3532
 2519,48473.859,24.506,3525
 2520,48496.004,22.143,3506
 2521,48520.297,24.299,3464
 2522,48542.480,22.181,3419
 2523,48562.070,19.590,3405
 2524,48583.180,21.106,3394
 2525,48602.520,19.343,3394
 2526,48626.074,23.555,3398
 2527,48647.902,21.828,3398
 2528,48670.832,22.929,3398
 2529,48692.891,22.058,3398
 2530,48715.398,22.509,3398
 2531,48736.453,21.057,3398
 2532,48755.184,18.726,3398
 2533,48771.996,16.814,3398
 2534,48793.672,21.676,3398
 2535,48811.141,17.470,3398
 2536,48828.070,16.929,3398
 2537,48844.465,16.397,3398
 2538,48860.914,16.448,3398
 2539,48876.059,15.141,3399
 2540,48892.898,16.844,3399
 2541,48912.875,19.975,3399
 2542,48935.980,23.108,3399
 2543,48960.020,24.036,3399
 2544,48980.504,20.482,3399
 2545,49002.066,21.567,3399
 2546,49026.973,24.905,3399
 2547,49041.605,14.632,3399
 2548,49059.672,18.065,3399
 2549,49078.863,19.192,3399
 2550,49097.254,18.391,3400
 2551,49115.035,17.781,3400
 2552,49140.289,25.258,3400
 2553,49162.879,22.585,3400
 2554,49189.605,26.728,3400
 2555,49209.922,20.316,3400
 2556,49229.332,19.407,3401
 2557,49247.242,17.912,3401
 2558,49275.000,27.758,3401
 2559,49295.043,20.042,3401
 2560,49311.938,16.899,3401
 2561,49326.941,15.003,3401
 2562,49343.832,16.889,3401
 2563,49366.109,22.280,3401
 2564,49384.004,17.892,3401
 2565,49399.930,15.927,3401
 2566,49415.145,15.218,3401
 2567,49430.262,15.115,3401
 2568,49446.641,16.380,3401
 2569,49462.875,16.233,3402
 2570,49480.688,17.809,3402
 2571,49500.516,19.827,3402
 2572,49515.992,15.479,3402
 2573,49535.441,19.452,3402
 2574,49550.738,15.296,3402
 2575,49568.090,17.350,3402
 2576,49589.621,21.534,3402
 2577,49607.637,18.016,3402
 2578,49632.875,25.236,3402
 2579,49652.809,19.937,3403
 2580,49671.234,18.421,3404
 2581,49689.121,17.887,3404
 2582,49706.109,16.991,3406
 2583,49725.254,19.144,3407
 2584,49744.371,19.113,3408
 2585,49761.492,17.120,3408
 2586,49778.676,17.187,3408
 2587,49795.277,16.602,3408
 2588,49813.156,17.878,3408
 2589,49828.680,15.522,3408
 2590,49845.180,16.500,3409
 2591,49866.207,21.030,3409
 2592,49881.211,15.005,3409
 2593,49895.668,14.456,3410
 2594,49913.871,18.201,3410
 2595,49931.762,17.892,3410
 2596,49953.367,21.604,3410
 2597,49970.516,17.148,3410
 2598,49987.227,16.711,3411
 2599,50003.457,16.236,3411
 2600,50018.594,15.135,3411
 2601,50035.430,16.835,3411
 2602,50052.438,17.009,3411
 2603,50068.160,15.719,3411
 2604,50084.754,16.595,3412
 2605,50100.859,16.107,3412
 2606,50116.676,15.813,3412
 2607,50131.773,15.101,3412
 2608,50150.277,18.504,3412
 2609,50167.531,17.251,3413
 2610,50189.508,21.975,3413
 2611,50204.988,15.480,3413
 2612,50231.207,26.221,3413
 2613,50246.930,15.726,3414
 2614,50264.211,17.277,3414
 2615,50281.230,17.021,3414
 2616,50303.582,22.352,3414
 2617,50318.344,14.760,3414
 2618,50332.926,14.584,3414
 2619,50346.781,13.857,3414
 2620,50362.426,15.643,3414
 2621,50378.953,16.529,3414
 2622,50395.555,16.601,3414
 2623,50411.977,16.423,3414
 2624,50430.043,18.063,3415
 2625,50446.813,16.774,3415
 2626,50462.289,15.474,3415
 2627,50485.012,22.720,3415
 2628,50501.777,16.771,3416
 2629,50518.746,16.965,3416
 2630,50535.953,17.211,3416
 2631,50552.547,16.590,3421
 2632,50568.977,16.431,3421
 2633,50584.188,15.207,3421
 2634,50600.387,16.200,3421
 2635,50617.348,16.963,3421
 2636,50640.465,23.118,3421
 2637,50662.250,21.786,3421
 2638,50679.609,17.360,3421
 2639,50695.605,15.995,3423
 2640,50711.234,15.626,3423
 2641,50728.152,16.919,3424
 2642,50744.266,16.113,3424
 2643,50762.609,18.345,3424
 2644,50777.656,15.046,3425
 2645,50792.586,14.933,3427
 2646,50810.645,18.058,3427
 2647,50824.730,14.085,3427
 2648,50839.828,15.095,3427
 2649,50854.352,14.524,3427
 2650,50874.707,20.357,3427
 2651,50890.465,15.759,3428
 2652,50906.793,16.327,3428
 2653,50924.875,18.082,3428
 2654,50939.809,14.933,3428
 2655,50955.992,16.183,3429
 2656,50973.609,17.618,3429
 2657,50993.188,19.575,3429
 2658,51008.508,15.321,3429
 2659,51025.578,17.075,3429
 2660,51041.973,16.394,3429
 2661,51056.961,14.990,3430
 2662,51073.363,16.398,3430
 2663,51092.211,18.850,3430
 2664,51106.309,14.099,3430
 2665,51121.191,14.879,3430
 2666,51139.805,18.616,3430
 2667,51156.641,16.834,3430
 2668,51175.797,19.157,3430
 2669,51194.230,18.433,3431
 2670,51211.809,17.579,3431
 2671,51231.797,19.990,3432
 2672,51249.914,18.114,3433
 2673,51265.422,15.508,3433
 2674,51284.348,18.923,3433
 2675,51299.734,15.391,3433
 2676,51317.430,17.696,3433
 2677,51333.953,16.523,3433
 2678,51353.711,19.755,3434
 2679,51368.023,14.313,3434
 2680,51384.309,16.287,3434
 2681,51402.047,17.737,3434
 2682,51419.211,17.164,3434
 2683,51439.043,19.833,3435
